卫视频道,#genre#
山东卫视,http://110.177.146.171:888/udp/239.1.1.47:8047
河南卫视,http://114.230.190.227:8600/rtp/239.49.1.44:6000
云南卫视,http://114.230.190.227:8600/rtp/239.49.1.235:6000
河北卫视,http://101.81.119.90:8888/udp/239.45.1.44:5140
东南卫视,http://114.230.190.227:8600/rtp/239.49.1.45:6000
贵州卫视,http://183.141.216.56:9999/udp/233.50.201.142:5140
农林卫视,http://110.177.146.171:888/udp/239.1.1.73:8073
河北卫视,http://110.177.146.171:888/udp/239.1.1.48:8048
安徽卫视,http://114.230.190.227:8600/rtp/239.49.1.36:6000
河南卫视,http://183.141.216.56:9999/udp/233.50.201.144:5140
黑龙江卫视,http://183.141.216.56:9999/udp/233.50.200.189:5140
江西卫视,http://183.141.216.56:9999/udp/233.50.200.119:5140
山东教育卫视,http://110.177.146.171:888/udp/239.1.1.74:8074
江苏卫视,http://iptvcyp.top:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://110.177.146.171:888/udp/239.1.1.40:8040
四川卫视,http://iptvcyp.top:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.29:8168
兵团卫视,http://101.81.119.90:8888/udp/239.45.1.117:5140
湖北卫视,http://114.230.190.227:8600/rtp/239.49.8.147:6000
四川卫视,http://wouu.net:9977/udp/239.93.0.169:5140
天津卫视,http://101.81.119.90:8888/udp/239.45.1.124:5140
天津卫视,http://110.177.146.171:888/udp/239.1.1.46:8046
东方卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.28:8162
辽宁卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.181:9074
天津卫视,http://wouu.net:9977/udp/239.93.0.167:5140
河北卫视,http://114.230.190.227:8600/rtp/239.49.8.188:6000
河南卫视,http://110.177.146.171:888/udp/239.1.1.34:8034
湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
四川卫视,http://110.177.146.171:888/udp/239.1.1.29:8029
西藏卫视,http://110.177.146.171:888/udp/239.1.1.57:8057
辽宁卫视,http://110.177.146.171:888/udp/239.1.1.42:8042
贵州卫视,http://wouu.net:9977/udp/239.93.0.131:5140
天津卫视,http://183.141.216.56:9999/udp/233.50.200.104:5140
四川卫视,http://114.230.190.227:8600/rtp/239.49.8.184:6000
贵州卫视,http://110.177.146.171:888/udp/239.1.1.43:8043
深圳卫视,http://110.177.146.171:888/udp/239.1.1.39:8039
浙江卫视,http://wouu.net:9977/udp/239.93.0.124:5140
东南卫视,http://110.177.146.171:888/udp/239.1.1.33:8033
海南卫视,http://114.230.190.227:8600/rtp/239.49.1.41:6000
湖北卫视,http://110.177.146.171:888/udp/239.1.1.32:8032
江苏卫视,http://60.12.183.46:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://110.177.146.171:888/udp/239.1.1.1:8001
山东教育卫视,http://wouu.net:9977/udp/239.93.1.196:5140
山西卫视,http://wouu.net:9977/udp/239.93.0.6:5140
湖北卫视,http://wouu.net:9977/udp/239.93.0.250:5140
浙江卫视,http://101.81.119.90:8888/udp/239.45.3.178:5140
甘肃卫视,http://110.177.146.171:888/udp/239.1.1.51:8051
黑龙江卫视,http://114.230.190.227:8600/rtp/239.49.8.144:6000
甘肃卫视,http://101.81.119.90:8888/udp/239.45.1.234:5140
北京卫视,http://60.12.183.46:9901/tsfile/live/0015_2.m3u8?key=txiptv&playlive=0&authid=0
厦门卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.11:8060
广西卫视,http://wouu.net:9977/udp/239.93.42.46:5140
宁夏卫视,http://110.177.146.171:888/udp/239.1.1.56:8056
辽宁卫视,http://101.81.119.90:8888/udp/239.45.1.123:5140
广西卫视,http://101.81.119.90:8888/udp/239.45.0.5:5140
山西卫视,http://114.230.190.227:8600/rtp/239.49.1.51:6000
东方卫视,http://wouu.net:9977/udp/239.93.0.123:5140
深圳卫视,http://114.230.190.227:8600/rtp/239.49.8.145:6000
重庆卫视,http://60.12.183.46:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
兵团卫视,http://110.177.146.171:888/udp/239.1.1.58:8058
山东卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.119:8708
广东卫视,http://101.81.119.90:8888/udp/239.45.3.230:5140
兵团卫视,http://wouu.net:9977/udp/239.93.42.43:5140
陕西卫视,http://101.81.119.90:8888/udp/239.45.1.232:5140
陕西卫视,http://wouu.net:9977/udp/239.93.0.176:5140
湖北卫视,http://183.141.216.56:9999/udp/233.50.200.147:5140
深圳卫视,http://101.81.119.90:8888/udp/239.45.3.231:5140
湖北卫视,http://101.81.119.90:8888/udp/239.45.3.239:5140
广东卫视,http://114.230.190.227:8600/rtp/239.49.8.143:6000
四川卫视,http://101.81.119.90:8888/udp/239.45.1.83:5140
广东卫视,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://110.177.146.171:888/udp/239.1.1.52:8052
山东卫视,http://wouu.net:9977/udp/239.93.0.168:5140
新疆卫视,http://110.177.146.171:888/udp/239.1.1.59:8059
重庆卫视,http://110.177.146.171:888/udp/239.1.1.36:8036
广东卫视,http://114.230.190.227:8600/rtp/239.49.1.39:6000
湖南卫视,http://101.81.119.90:8888/udp/239.45.3.228:5140
贵州卫视,http://114.230.190.227:8600/rtp/239.49.1.52:6000
四川卫视,http://183.141.216.56:9999/udp/233.50.200.118:5140
山东卫视,http://114.230.190.227:8600/rtp/239.49.1.37:6000
天津卫视,http://114.230.190.227:8600/rtp/239.49.8.148:6000
湖南卫视,http://110.177.146.171:888/udp/239.1.1.28:8028
山东卫视,http://183.141.216.56:9999/udp/233.50.201.105:5140
康巴卫视,http://101.81.119.90:8888/udp/239.45.1.251:5140
安徽卫视,http://wouu.net:9977/udp/239.93.1.106:5140
海南卫视,http://wouu.net:9977/udp/239.93.0.80:5140
山东教育卫视,http://iptvcyp.top:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://60.12.183.46:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://wouu.net:9977/udp/239.93.0.81:5140
甘肃卫视,http://114.230.190.227:8600/rtp/239.49.1.238:6000
安徽卫视,http://60.12.183.46:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://114.230.190.227:8600/rtp/239.49.8.173:6000
海南卫视,http://114.230.190.227:8600/rtp/239.49.8.212:6000
四川卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.251:9494
天津卫视,http://58.57.21.166:9901/tsfile/live/0135_1.m3u8
吉林卫视,http://114.230.190.227:8600/rtp/239.49.8.187:6000
东方卫视,http://114.230.190.227:8600/rtp/239.49.8.140:6000
西藏卫视,http://wouu.net:9977/udp/239.93.0.175:5140
河南卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.59:8348
青海卫视,http://121.24.98.154:8090/hls/51/index.m3u8
东方卫视,http://114.230.190.227:8600/rtp/239.49.1.32:6000
东南卫视,http://101.81.119.90:8888/udp/239.45.1.121:5140
浙江卫视,http://183.141.216.56:9999/udp/233.50.200.145:5140
宁夏卫视,http://wouu.net:9977/udp/239.93.0.247:5140
江苏卫视,http://101.81.119.90:8888/udp/239.45.3.177:5140
北京卫视,http://183.141.216.56:9999/udp/233.50.200.179:5140
新疆卫视,http://58.57.21.166:9901/tsfile/live/0110_1.m3u8
江苏卫视,http://wouu.net:9977/udp/239.93.0.89:5140
吉林卫视,http://60.12.183.46:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://121.24.98.154:8090/hls/41/index.m3u8
吉林卫视,http://121.24.98.154:8090/hls/37/index.m3u8
山西卫视,http://121.24.98.154:8090/hls/35/index.m3u8
辽宁卫视,http://114.230.190.227:8600/rtp/239.49.1.35:6000
三沙卫视,http://101.81.119.90:8888/udp/239.45.1.82:5140
山西卫视,http://58.57.21.166:9901/tsfile/live/0118_1.m3u8
河北卫视,http://www.furymax.top:85/rtp/239.69.1.157:10578
重庆卫视,http://58.57.21.166:9901/tsfile/live/0142_1.m3u8
江苏卫视,http://110.177.146.171:888/udp/239.1.1.35:8035
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8
云南卫视,http://wouu.net:9977/udp/239.93.0.174:5140
重庆卫视,http://114.230.190.227:8600/rtp/239.49.8.149:6000
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
北京卫视,http://110.177.146.171:888/udp/239.1.1.41:8041
深圳卫视,http://183.141.216.56:9999/udp/233.50.200.188:5140
甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://58.57.21.166:9901/tsfile/live/0127_1.m3u8
广东卫视,http://110.177.146.171:888/udp/239.1.1.49:8049
江西卫视,http://58.57.21.166:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.177.146.171:888/udp/239.1.1.53:8053
江西卫视,http://114.230.190.227:8600/rtp/239.49.1.47:6000
河北卫视,http://58.57.21.166:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://wouu.net:9977/udp/239.93.0.182:5140
海南卫视,http://101.81.119.90:8888/udp/239.45.1.81:5140
新疆卫视,http://58.57.21.166:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8
贵州卫视,http://121.24.98.154:8090/hls/40/index.m3u8
青海卫视,http://wouu.net:9977/udp/239.93.0.192:5140
大湾区卫视,http://110.177.146.171:888/udp/239.1.1.69:8069
江苏卫视,http://www.furymax.top:85/rtp/239.69.1.174:10680
山东卫视,http://101.81.119.90:8888/udp/239.45.3.238:5140
新疆卫视,http://114.230.190.227:8600/rtp/239.49.1.239:6000
内蒙古卫视,http://110.177.146.171:888/udp/239.1.1.60:8060
四川卫视,http://wouu.net:9977/udp/239.93.0.20:1235
东南卫视,http://121.24.98.154:8090/hls/36/index.m3u8
云南卫视,http://58.57.21.166:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://60.12.183.46:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://114.230.190.227:8600/rtp/239.49.1.33:6000
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
海南卫视,http://110.177.146.171:888/udp/239.1.1.55:8055
吉林卫视,http://110.177.146.171:888/udp/239.1.1.30:8030
厦门卫视,http://110.177.146.171:888/udp/239.1.1.71:8071
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8
贵州卫视,http://101.81.119.90:8888/udp/239.45.1.80:5140
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8
河南卫视,http://121.24.98.154:8090/hls/34/index.m3u8
安徽卫视,http://58.57.21.166:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://121.24.98.154:8090/hls/59/index.m3u8
浙江卫视,http://121.24.98.154:8090/hls/79/index.m3u8
四川卫视,http://114.230.190.227:8600/rtp/239.49.1.43:6000
广西卫视,http://58.57.21.166:9901/tsfile/live/0113_1.m3u8
山东卫视,http://121.24.98.154:8090/hls/39/index.m3u8
深圳卫视,http://121.24.98.154:8090/hls/84/index.m3u8
广西卫视,http://121.24.98.154:8090/hls/85/index.m3u8
陕西卫视,http://121.24.98.154:8090/hls/86/index.m3u8
安徽卫视,http://121.24.98.154:8090/hls/81/index.m3u8
甘肃卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.225:9338
上海卫视,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.120:8714
广东卫视,http://121.24.98.154:8090/hls/82/index.m3u8
浙江卫视,http://58.57.21.166:9901/tsfile/live/0124_1.m3u8
吉林卫视,http://58.57.21.166:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://114.230.190.227:8600/rtp/239.49.1.34:6000
新疆卫视,http://121.24.98.154:8090/hls/61/index.m3u8
江西卫视,http://121.24.98.154:8090/hls/55/index.m3u8
辽宁卫视,http://58.57.21.166:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://58.57.21.166:9901/tsfile/live/0137_1.m3u8
湖北卫视,http://iptvcyp.top:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://121.24.98.154:8090/hls/33/index.m3u8
重庆卫视,http://121.24.98.154:8090/hls/78/index.m3u8
广东卫视,http://wouu.net:9977/udp/239.93.0.181:5140
四川卫视,http://121.24.98.154:8090/hls/58/index.m3u8
山西卫视,http://116.117.105.198:8096/tsfile/live/0118_1.m3u8
江西卫视,http://116.117.105.198:8096/tsfile/live/0138_1.m3u8
河南卫视,http://116.117.105.198:8096/tsfile/live/0139_1.m3u8
四川康巴卫视,http://wouu.net:9977/udp/239.93.0.41:5140
湖南卫视,http://121.24.98.154:8090/hls/56/index.m3u8
浙江卫视,http://116.117.105.198:8096/tsfile/live/0124_1.m3u8
陕西卫视,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.38:8222
辽宁卫视,http://116.117.105.198:8096/tsfile/live/0121_1.m3u8
广东卫视,http://116.117.105.198:8096/tsfile/live/0125_1.m3u8
江苏卫视,http://116.117.105.198:8096/tsfile/live/0127_1.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
广西卫视,http://116.117.105.198:8096/tsfile/live/0113_1.m3u8
兵团卫视,http://116.117.105.198:8096/tsfile/live/0115_1.m3u8
湖南卫视,http://116.117.105.198:8096/tsfile/live/0128_1.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
宁夏卫视,http://116.117.105.198:8096/tsfile/live/0112_1.m3u8
黑龙江卫视,http://121.24.98.154:8090/hls/42/index.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8
天津卫视,http://116.117.105.198:8096/tsfile/live/0135_1.m3u8
山东卫视,http://116.117.105.198:8096/tsfile/live/0131_1.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
上海卫视,http://116.117.105.198:8096/tsfile/live/0107_1.m3u8
北京卫视,http://116.117.105.198:8096/tsfile/live/0122_1.m3u8
湖北卫视,http://116.117.105.198:8096/tsfile/live/0132_1.m3u8
安徽卫视,http://116.117.105.198:8096/tsfile/live/0130_1.m3u8
贵州卫视,http://116.117.105.198:8096/tsfile/live/0120_1.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
四川卫视,http://116.117.105.198:8096/tsfile/live/0123_1.m3u8
云南卫视,http://116.117.105.198:8096/tsfile/live/0119_1.m3u8
宁夏卫视,http://58.57.21.166:9901/tsfile/live/0112_1.m3u8
深圳卫视,http://116.117.105.198:8096/tsfile/live/0126_1.m3u8
东南卫视,http://36.35.16.98:9901/tsfile/live/0001_5.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
天津卫视,http://36.35.16.98:9901/tsfile/live/0001_25.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
三沙卫视,http://wouu.net:9977/udp/239.93.42.58:5140
山西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021220/1.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://36.35.16.98:9901/tsfile/live/0001_21.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
广西卫视,http://58.57.21.166:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
